8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3978,3978,3978,3978,3978,3978,3978,3978,3978,3978,3978,3978,3978,3978,3978,2486,2486,2486,2486,2486,2486,2486,2486,2486,2486,2486,2486,2486,2486,2486,2486,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1428,1428,1428,1428,1428,1428,1428,1428,1428,1428,1428,1428,1428,1428,1428,3883,3883,3883,3883,3883,3883,3883,3883,3883,3883,3883,3883,3883
8,8,1272,1272,1272,1272,1272,1272,1272,1272,1272,1272,1272,1272,1272,1272,1272,4003,4003,4003,4003,4003,4003,4003,4003,4003,4003,4003,4003,4003,4003,4003,2290,2290,2290,2290,2290,2290,2290,2290,2290,2290,2290,2290,2290,2290,2290,2290,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,1628,1628,1628,1628,1628,1628,1628,1628,1628,1628,1628,1628,1628,1628,1628,3943,3943,3943,3943,3943,3943,3943,3943,3943,3943,3943,3943
7,7,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,4002,4002,4002,4002,4002,4002,4002,4002,4002,4002,4002,4002,4002,4002,4002,4002,2291,2291,2291,2291,2291,2291,2291,2291,2291,2291,2291,2291,2291,2291,2291,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,1639,1639,1639,1639,1639,1639,1639,1639,1639,1639,1639,1639,1639,1639,1639,3944,3944,3944,3944,3944,3944,3944,3944,3944,3944,3944,3944
7,7,7,7,2405,2405,2405,2405,2405,2405,2405,2405,2405,2405,2405,2405,2405,2405,2405,2405,3985,3985,3985,3985,3985,3985,3985,3985,3985,3985,3985,3985,3985,3985,3985,1697,1697,1697,1697,1697,1697,1697,1697,1697,1697,1697,1697,1697,1697,1697,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2042,2042,2042,2042,2042,2042,2042,2042,2042,2042,2042,2042,2042,2042,2042,2042,4006,4006,4006,4006,4006,4006,4006,4006,4006
8,8,8,8,8,8,8,2831,2831,2831,2831,2831,2831,2831,2831,2831,2831,2831,2831,2831,2831,2831,3837,3837,3837,3837,3837,3837,3837,3837,3837,3837,3837,3837,3837,3837,3837,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,2439,2439,2439,2439,2439,2439,2439,2439,2439,2439,2439,2439,2439,2439,2439,3957,3957,3957,3957,3957,3957,3957
8,8,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,2290,2290,2290,2290,2290,2290,2290,2290,2290,2290,2290,2290,2290,2290,2290,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,1448,1448,1448,1448,1448,1448,1448,1448,1448,1448,1448,1448,1448,1448,1448,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924
8,8,8,8,8,8,8,8,8,8,3296,3296,3296,3296,3296,3296,3296,3296,3296,3296,3296,3296,3296,3296,3296,3571,3571,3571,3571,3571,3571,3571,3571,3571,3571,3571,3571,3571,3571,3571,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,2996,2996,2996,2996,2996,2996,2996,2996,2996,2996,2996,2996,2996,2996,2996,2996,3813,3813,3813,3813
7,7,7,7,2404,2404,2404,2404,2404,2404,2404,2404,2404,2404,2404,2404,2404,2404,2404,3991,3991,3991,3991,3991,3991,3991,3991,3991,3991,3991,3991,3991,3991,3991,1891,1891,1891,1891,1891,1891,1891,1891,1891,1891,1891,1891,1891,1891,1891,1891,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2034,2034,2034,2034,2034,2034,2034,2034,2034,2034,2034,2034,2034,2034,2034,4006,4006,4006,4006,4006,4006,4006,4006,4006,4006
7,7,7,7,7,7,7,2787,2787,2787,2787,2787,2787,2787,2787,2787,2787,2787,2787,2787,2787,2787,3856,3856,3856,3856,3856,3856,3856,3856,3856,3856,3856,3856,3856,3856,3856,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,2438,2438,2438,2438,2438,2438,2438,2438,2438,2438,2438,2438,2438,2438,2438,3965,3965,3965,3965,3965,3965,3965
7,7,7,7,7,7,7,7,7,7,7,3577,3577,3577,3577,3577,3577,3577,3577,3577,3577,3577,3577,3577,3577,3577,3577,3359,3359,3359,3359,3359,3359,3359,3359,3359,3359,3359,3359,3359,3359,3359,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,3322,3322,3322,3322,3322,3322,3322,3322,3322,3322,3322,3322,3322,3322,3322,3607,3607,3607
8,8,8,8,8,8,8,8,8,8,8,3554,3554,3554,3554,3554,3554,3554,3554,3554,3554,3554,3554,3554,3554,3554,3362,3362,3362,3362,3362,3362,3362,3362,3362,3362,3362,3362,3362,3362,3362,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3619,3619,3619
8,8,8,8,8,8,8,8,3135,3135,3135,3135,3135,3135,3135,3135,3135,3135,3135,3135,3135,3135,3135,3736,3736,3736,3736,3736,3736,3736,3736,3736,3736,3736,3736,3736,3736,3736,3736,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,2816,2816,2816,2816,2816,2816,2816,2816,2816,2816,2816,2816,2816,2816,2816,3890,3890,3890,3890,3890,3890
7,7,7,7,7,7,7,7,7,7,7,3444,3444,3444,3444,3444,3444,3444,3444,3444,3444,3444,3444,3444,3444,3444,3444,3444,3444,3444,3444,3444,3444,3444,3444,3444,3444,3444,3444,3444,3444,637,637,637,637,637,637,637,637,637,637,637,637,637,637,637,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,3166,3166,3166,3166,3166,3166,3166,3166,3166,3166,3166,3166,3166,3166,3166,3166,3719,3719,3719
