3,3,3,3,3,2568,2568,2568,2568,2568,2568,2568,2568,2568,2568,2568,2568,2568,2568,2568,2568,2568,3814,3814,3814,3814,3814,3814,3814,3814,3814,3814,3814,3814,3814,3814,3814,3814,3814,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,3570,3570,3570,3570,3570,3570,3570,3570,3570,3570,3570,3570,3570,3570,3570,3570
3,3,3,3,3,2587,2587,2587,2587,2587,2587,2587,2587,2587,2587,2587,2587,2587,2587,2587,2587,2587,2587,3811,3811,3811,3811,3811,3811,3811,3811,3811,3811,3811,3811,3811,3811,3811,3811,3811,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,589,589,589,589,589,589,589,589,589,589,589,589,589,589,589,589,589,3580,3580,3580,3580,3580,3580,3580,3580,3580,3580,3580,3580,3580,3580,3580,3580
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3898,3898,3898,3898,3898,3898,3898,3898,3898,3898,3898,3898,3898,3898,3898,3898,3898,2280,2280,2280,2280,2280,2280,2280,2280,2280,2280,2280,2280,2280,2280,2280,2280,2280,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2230,2230,2230,2230,2230,2230,2230,2230,2230,2230,2230,2230,2230,2230,2230,2230,2230,3885,3885,3885,3885,3885,3885
3,3,3,3,3,3,3,3,3,3201,3201,3201,3201,3201,3201,3201,3201,3201,3201,3201,3201,3201,3201,3201,3201,3201,3355,3355,3355,3355,3355,3355,3355,3355,3355,3355,3355,3355,3355,3355,3355,3355,3355,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,3908,3908,3908,3908,3908,3908,3908,3908,3908,3908,3908,3908
2,2,2,2,2,2,2,2,2,2,2,3429,3429,3429,3429,3429,3429,3429,3429,3429,3429,3429,3429,3429,3429,3429,3429,3429,3105,3105,3105,3105,3105,3105,3105,3105,3105,3105,3105,3105,3105,3105,3105,3105,3105,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,1438,1438,1438,1438,1438,1438,1438,1438,1438,1438,1438,1438,1438,1438,1438,1438,1438,1438,3969,3969,3969,3969,3969,3969,3969,3969,3969,3969
3,3,3,3,3,3,3,3,3,3,3,3,3,3729,3729,3729,3729,3729,3729,3729,3729,3729,3729,3729,3729,3729,3729,3729,3729,3729,2667,2667,2667,2667,2667,2667,2667,2667,2667,2667,2667,2667,2667,2667,2667,2667,2667,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,1830,1830,1830,1830,1830,1830,1830,1830,1830,1830,1830,1830,1830,1830,1830,1830,1830,3978,3978,3978,3978,3978,3978,3978,3978
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3858,3858,3858,3858,3858,3858,3858,3858,3858,3858,3858,3858,3858,3858,3858,3858,3858,2402,2402,2402,2402,2402,2402,2402,2402,2402,2402,2402,2402,2402,2402,2402,2402,2402,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2229,2229,2229,2229,2229,2229,2229,2229,2229,2229,2229,2229,2229,2229,2229,2229,2229,2229,3934,3934,3934,3934,3934,3934
2,2,2,2,2,2,2,2949,2949,2949,2949,2949,2949,2949,2949,2949,2949,2949,2949,2949,2949,2949,2949,2949,3611,3611,3611,3611,3611,3611,3611,3611,3611,3611,3611,3611,3611,3611,3611,3611,3611,3611,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,872,872,872,872,872,872,872,872,872,872,872,872,872,872,872,872,872,3789,3789,3789,3789,3789,3789,3789,3789,3789,3789,3789,3789,3789,3789
5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3987,3987,3987,3987,3987,3987,3987,3987,3987,3987,3987,3987,3987,3987,3987,3987,3987,1567,1567,1567,1567,1567,1567,1567,1567,1567,1567,1567,1567,1567,1567,1567,1567,1567,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,2982,2982,2982,2982,2982,2982,2982,2982,2982,2982,2982,2982,2982,2982,2982,2982,2982,2982,3589,3589
2,2,2,2,2,2,2,2,2,3283,3283,3283,3283,3283,3283,3283,3283,3283,3283,3283,3283,3283,3283,3283,3283,3283,3283,3346,3346,3346,3346,3346,3346,3346,3346,3346,3346,3346,3346,3346,3346,3346,3346,3346,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,3928,3928,3928,3928,3928,3928,3928,3928,3928,3928,3928,3928
2,2,2,2,2,2,2,2,2,2,2,2,2,2,3854,3854,3854,3854,3854,3854,3854,3854,3854,3854,3854,3854,3854,3854,3854,3854,3854,2475,2475,2475,2475,2475,2475,2475,2475,2475,2475,2475,2475,2475,2475,2475,2475,2475,2475,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,3934,3934,3934,3934,3934,3934,3934
8,8,8,8,8,8,8,8,8,8,8,8,8,3748,3748,3748,3748,3748,3748,3748,3748,3748,3748,3748,3748,3748,3748,3748,3748,3748,2673,2673,2673,2673,2673,2673,2673,2673,2673,2673,2673,2673,2673,2673,2673,2673,2673,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,1831,1831,1831,1831,1831,1831,1831,1831,1831,1831,1831,1831,1831,1831,1831,1831,1831,3975,3975,3975,3975,3975,3975,3975,3975
4,4,4,4,4,4,2772,2772,2772,2772,2772,2772,2772,2772,2772,2772,2772,2772,2772,2772,2772,2772,2772,3719,3719,3719,3719,3719,3719,3719,3719,3719,3719,3719,3719,3719,3719,3719,3719,3719,3719,776,776,776,776,776,776,776,776,776,776,776,776,776,776,776,776,776,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,3692,3692,3692,3692,3692,3692,3692,3692,3692,3692,3692,3692,3692,3692,3692
